ubigeo_reniec,ubigeo_inei,departamento,provincia,distrito_reniec,distrito_inei
020109,020109,Áncash,Huaraz,Pampas Grande,Pampas Grande
020110,020110,Áncash,Huaraz,Pariacoto,Pariacoto
020111,020111,Áncash,Huaraz,Pira,Pira
020112,020112,Áncash,Huaraz,Tarica,Tarica
020201,020201,Áncash,Aija,Aija,Aija
020203,020202,Áncash,Aija,Coris,Coris
020205,020203,Áncash,Aija,Huacllan,Huacllan
020206,020204,Áncash,Aija,La Merced,La Merced
020208,020205,Áncash,Aija,Succha,Succha
020301,020501,Áncash,Bolognesi,Chiquian,Chiquian
020302,020502,Áncash,Bolognesi,Abelardo Pardo Lezameta,Abelardo Pardo Lezameta
020304,020504,Áncash,Bolognesi,Aquia,Aquia
020305,020505,Áncash,Bolognesi,Cajacay,Cajacay
020310,020510,Áncash,Bolognesi,Huayllacayan,Huayllacayan
020311,020509,Áncash,Bolognesi,Huasta,Huasta
020313,020512,Áncash,Bolognesi,Mangas,Mangas
020315,020513,Áncash,Bolognesi,Pacllon,Pacllon
020317,020514,Áncash,Bolognesi,San Miguel de Corpanqui,San Miguel de Corpanqui
020320,020515,Áncash,Bolognesi,Ticllos,Ticllos
020321,020503,Áncash,Bolognesi,Antonio Raymondi,Antonio Raymondi
020322,020506,Áncash,Bolognesi,Canis,Canis
020323,020507,Áncash,Bolognesi,Colquioc,Colquioc
020324,020511,Áncash,Bolognesi,La Primavera,La Primavera
020325,020508,Áncash,Bolognesi,Huallanca,Huallanca
020401,020601,Áncash,Carhuaz,Carhuaz,Carhuaz
020402,020602,Áncash,Carhuaz,Acopampa,Acopampa
020403,020603,Áncash,Carhuaz,Amashca,Amashca
020404,020604,Áncash,Carhuaz,Anta,Anta
020405,020605,Áncash,Carhuaz,Ataquero,Ataquero
020406,020606,Áncash,Carhuaz,Marcara,Marcara
020407,020607,Áncash,Carhuaz,Pariahuanca,Pariahuanca
020408,020608,Áncash,Carhuaz,San Miguel de Aco,San Miguel de Aco
020409,020609,Áncash,Carhuaz,Shilla,Shilla
020410,020610,Áncash,Carhuaz,Tinco,Tinco
020411,020611,Áncash,Carhuaz,Yungar,Yungar
020501,020801,Áncash,Casma,Casma,Casma
020502,020802,Áncash,Casma,Buena Vista Alta,Buena Vista Alta
020503,020803,Áncash,Casma,Comandante Noel,Comandante Noel
020505,020804,Áncash,Casma,Yautan,Yautan
020601,020901,Áncash,Corongo,Corongo,Corongo
020602,020902,Áncash,Corongo,Aco,Aco
020603,020903,Áncash,Corongo,Bambas,Bambas
020604,020904,Áncash,Corongo,Cusca,Cusca
020605,020905,Áncash,Corongo,La Pampa,La Pampa
020606,020906,Áncash,Corongo,Yanac,Yanac
020607,020907,Áncash,Corongo,Yupan,Yupan
020701,021201,Áncash,Huaylas,Caraz,Caraz
020702,021202,Áncash,Huaylas,Huallanca,Huallanca
020703,021203,Áncash,Huaylas,Huata,Huata
020704,021204,Áncash,Huaylas,Huaylas,Huaylas
020705,021205,Áncash,Huaylas,Mato,Mato
020706,021206,Áncash,Huaylas,Pamparomas,Pamparomas
020707,021207,Áncash,Huaylas,Pueblo Libre,Pueblo Libre
020708,021208,Áncash,Huaylas,Santa Cruz,Santa Cruz
020709,021210,Áncash,Huaylas,Yuracmarca,Yuracmarca
020710,021209,Áncash,Huaylas,Santo Toribio,Santo Toribio
020801,021001,Áncash,Huari,Huari,Huari
020802,021003,Áncash,Huari,Cajay,Cajay
020803,021004,Áncash,Huari,Chavín de Huántar,Chavin de Huantar
020804,021005,Áncash,Huari,Huacachi,Huacachi
020805,021007,Áncash,Huari,Huachis,Huachis
020806,021006,Áncash,Huari,Huacchis,Huacchis
020807,021008,Áncash,Huari,Huántar,Huantar
020808,021009,Áncash,Huari,Masin,Masin
020809,021010,Áncash,Huari,Paucas,Paucas
020810,021011,Áncash,Huari,Ponto,Ponto
020811,021012,Áncash,Huari,Rahuapampa,Rahuapampa
020812,021013,Áncash,Huari,Rapayan,Rapayan
020813,021014,Áncash,Huari,San Marcos,San Marcos
020814,021015,Áncash,Huari,San Pedro de Chana,San Pedro de Chana
020815,021016,Áncash,Huari,Uco,Uco
020816,021002,Áncash,Huari,Anra,Anra
020901,021301,Áncash,Mariscal Luzuriaga,Piscobamba,Piscobamba
020902,021302,Áncash,Mariscal Luzuriaga,Casca,Casca
020903,021307,Áncash,Mariscal Luzuriaga,Lucma,Lucma
020904,021304,Áncash,Mariscal Luzuriaga,Fidel Olivas Escudero,Fidel Olivas Escudero
020905,021305,Áncash,Mariscal Luzuriaga,Llama,Llama
020906,021306,Áncash,Mariscal Luzuriaga,Llumpa,Llumpa
020907,021308,Áncash,Mariscal Luzuriaga,Musga,Musga
020908,021303,Áncash,Mariscal Luzuriaga,Eleazar Guzmán Barron,Eleazar Guzmán Barron
021001,021501,Áncash,Pallasca,Cabana,Cabana
021002,021502,Áncash,Pallasca,Bolognesi,Bolognesi
021003,021503,Áncash,Pallasca,Conchucos,Conchucos
021004,021504,Áncash,Pallasca,Huacaschuque,Huacaschuque
021005,021505,Áncash,Pallasca,Huandoval,Huandoval
021006,021506,Áncash,Pallasca,Lacabamba,Lacabamba
021007,021507,Áncash,Pallasca,Llapo,Llapo
021008,021508,Áncash,Pallasca,Pallasca,Pallasca
021009,021509,Áncash,Pallasca,Pampas,Pampas
021010,021510,Áncash,Pallasca,Santa Rosa,Santa Rosa
021011,021511,Áncash,Pallasca,Tauca,Tauca
021101,021601,Áncash,Pomabamba,Pomabamba,Pomabamba
021102,021602,Áncash,Pomabamba,Huayllan,Huayllan
021103,021603,Áncash,Pomabamba,Parobamba,Parobamba
021104,021604,Áncash,Pomabamba,Quinuabamba,Quinuabamba
021201,021701,Áncash,Recuay,Recuay,Recuay
021202,021703,Áncash,Recuay,Cotaparaco,Cotaparaco
021203,021704,Áncash,Recuay,Huayllapampa,Huayllapampa
021204,021706,Áncash,Recuay,Marca,Marca
021205,021707,Áncash,Recuay,Pampas Chico,Pampas Chico
021206,021708,Áncash,Recuay,Pararin,Pararin
021207,021709,Áncash,Recuay,Tapacocha,Tapacocha
021208,021710,Áncash,Recuay,Ticapampa,Ticapampa
021209,021705,Áncash,Recuay,Llacllin,Llacllin
021210,021702,Áncash,Recuay,Catac,Catac
021301,021801,Áncash,Santa,Chimbote,Chimbote
021302,021802,Áncash,Santa,Cáceres del Perú,Cáceres del Perú
021303,021804,Áncash,Santa,Macate,Macate
021304,021805,Áncash,Santa,Moro,Moro
021305,021806,Áncash,Santa,Nepeña,Nepeña
021306,021807,Áncash,Santa,Samanco,Samanco
021307,021808,Áncash,Santa,Santa,Santa
021308,021803,Áncash,Santa,Coishco,Coishco
021309,021809,Áncash,Santa,Nuevo Chimbote,Nuevo Chimbote
021401,021901,Áncash,Sihuas,Sihuas,Sihuas
021402,021903,Áncash,Sihuas,Alfonso Ugarte,Alfonso Ugarte
021403,021905,Áncash,Sihuas,Chingalpo,Chingalpo
021404,021906,Áncash,Sihuas,Huayllabamba,Huayllabamba
021405,021907,Áncash,Sihuas,Quiches,Quiches
021406,021910,Áncash,Sihuas,Sicsibamba,Sicsibamba
021407,021902,Áncash,Sihuas,Acobamba,Acobamba
021408,021904,Áncash,Sihuas,Cashapampa,Cashapampa
021409,021908,Áncash,Sihuas,Ragash,Ragash
021410,021909,Áncash,Sihuas,San Juan,San Juan
021501,022001,Áncash,Yungay,Yungay,Yungay
021502,022002,Áncash,Yungay,Cascapara,Cascapara
021503,022003,Áncash,Yungay,Mancos,Mancos
021504,022004,Áncash,Yungay,Matacoto,Matacoto
021505,022005,Áncash,Yungay,Quillo,Quillo
021506,022006,Áncash,Yungay,Ranrahirca,Ranrahirca
021507,022007,Áncash,Yungay,Shupluy,Shupluy
021508,022008,Áncash,Yungay,Yanama,Yanama
021601,020301,Áncash,Antonio Raymondi,Llamellin,Llamellin
021602,020302,Áncash,Antonio Raymondi,Aczo,Aczo
021603,020303,Áncash,Antonio Raymondi,Chaccho,Chaccho
021604,020304,Áncash,Antonio Raymondi,Chingas,Chingas
021605,020305,Áncash,Antonio Raymondi,Mirgas,Mirgas
021606,020306,Áncash,Antonio Raymondi,San Juan de Rontoy,San Juan de Rontoy
021701,020701,Áncash,Carlos Fermín Fitzcarrald,San Luis,San Luis
021702,020703,Áncash,Carlos Fermín Fitzcarrald,Yauya,Yauya
021703,020702,Áncash,Carlos Fermín Fitzcarrald,San Nicolás,San Nicolás
021801,020401,Áncash,Asunción,Chacas,Chacas
021802,020402,Áncash,Asunción,Acochaca,Acochaca
021901,021101,Áncash,Huarmey,Huarmey,Huarmey
021902,021102,Áncash,Huarmey,Cochapeti,Cochapeti
021903,021104,Áncash,Huarmey,Huayan,Huayan
021904,021105,Áncash,Huarmey,Malvas,Malvas
021905,021103,Áncash,Huarmey,Culebras,Culebras
022001,021402,Áncash,Ocros,Acas,Acas
022002,021403,Áncash,Ocros,Cajamarquilla,Cajamarquilla
022003,021404,Áncash,Ocros,Carhuapampa,Carhuapampa
022004,021405,Áncash,Ocros,Cochas,Cochas
022005,021406,Áncash,Ocros,Congas,Congas
022006,021407,Áncash,Ocros,Llipa,Llipa
022007,021401,Áncash,Ocros,Ocros,Ocros
022008,021408,Áncash,Ocros,San Cristóbal de Rajan,San Cristóbal de Rajan
022009,021409,Áncash,Ocros,San Pedro,San Pedro
022010,021410,Áncash,Ocros,Santiago de Chilcas,Santiago de Chilcas
030101,030101,Apurímac,Abancay,Abancay,Abancay
030102,030103,Apurímac,Abancay,Circa,Circa
030103,030104,Apurímac,Abancay,Curahuasi,Curahuasi
030104,030102,Apurímac,Abancay,Chacoche,Chacoche
030105,030105,Apurímac,Abancay,Huanipaca,Huanipaca
030106,030106,Apurímac,Abancay,Lambrama,Lambrama
030107,030107,Apurímac,Abancay,Pichirhua,Pichirhua
030108,030108,Apurímac,Abancay,San Pedro de Cachora,San Pedro de Cachora
030109,030109,Apurímac,Abancay,Tamburco,Tamburco
030201,030401,Apurímac,Aymaraes,Chalhuanca,Chalhuanca
030202,030402,Apurímac,Aymaraes,Capaya,Capaya
030203,030403,Apurímac,Aymaraes,Caraybamba,Caraybamba
030204,030405,Apurímac,Aymaraes,Colcabamba,Colcabamba
030205,030406,Apurímac,Aymaraes,Cotaruse,Cotaruse
030206,030404,Apurímac,Aymaraes,Chapimarca,Chapimarca
030207,030407,Apurímac,Aymaraes,Huayllo,Ihuayllo
030208,030409,Apurímac,Aymaraes,Lucre,Lucre
030209,030410,Apurímac,Aymaraes,Pocohuanca,Pocohuanca
030210,030412,Apurímac,Aymaraes,Sañayca,Sañayca
030211,030413,Apurímac,Aymaraes,Soraya,Soraya
030212,030414,Apurímac,Aymaraes,Tapairihua,Tapairihua
030213,030415,Apurímac,Aymaraes,Tintay,Tintay
030214,030416,Apurímac,Aymaraes,Toraya,Toraya
030215,030417,Apurímac,Aymaraes,Yanaca,Yanaca
030216,030411,Apurímac,Aymaraes,San Juan de Chacña,San Juan de Chacña
030217,030408,Apurímac,Aymaraes,Justo Apu Sahuaraura,Justo Apu Sahuaraura
030301,030201,Apurímac,Andahuaylas,Andahuaylas,Andahuaylas
030302,030202,Apurímac,Andahuaylas,Andarapa,Andarapa
030303,030203,Apurímac,Andahuaylas,Chiara,Chiara
030304,030204,Apurímac,Andahuaylas,Huancarama,Huancarama
030305,030205,Apurímac,Andahuaylas,Huancaray,Huancaray
030306,030207,Apurímac,Andahuaylas,Kishuara,Kishuara
030307,030208,Apurímac,Andahuaylas,Pacobamba,Pacobamba
030308,030210,Apurímac,Andahuaylas,Pampachiri,Pampachiri
030309,030212,Apurímac,Andahuaylas,San Antonio de Cachi,San Antonio de Cachi
030310,030213,Apurímac,Andahuaylas,San Jerónimo,San Jerónimo
030311,030216,Apurímac,Andahuaylas,Talavera,Talavera
030312,030218,Apurímac,Andahuaylas,Turpo,Turpo
030313,030209,Apurímac,Andahuaylas,Pacucha,Pacucha
030314,030211,Apurímac,Andahuaylas,Pomacocha,Pomacocha
030315,030215,Apurímac,Andahuaylas,Santa María de Chicmo,Santa María de Chicmo
030316,030217,Apurímac,Andahuaylas,Tumay Huaraca,Tumay Huaraca
030317,030206,Apurímac,Andahuaylas,Huayana,Huayana
030318,030214,Apurímac,Andahuaylas,San Miguel de Chaccrampa,San Miguel de Chaccrampa
030319,030219,Apurímac,Andahuaylas,Kaquiabamba,Kaquiabamba
030320,030220,Apurímac,Andahuaylas,José María Arguedas,José María Arguedas
030401,030301,Apurímac,Antabamba,Antabamba,Antabamba
030402,030302,Apurímac,Antabamba,El Oro,El Oro
030403,030303,Apurímac,Antabamba,Huaquirca,Huaquirca
030404,030304,Apurímac,Antabamba,Juan Espinoza Medrano,Juan Espinoza Medrano
030405,030305,Apurímac,Antabamba,Oropesa,Oropesa
030406,030306,Apurímac,Antabamba,Pachaconas,Pachaconas
030407,030307,Apurímac,Antabamba,Sabaino,Sabaino
030501,030501,Apurímac,Cotabambas,Tambobamba,Tambobamba
030502,030503,Apurímac,Cotabambas,Coyllurqui,Coyllurqui
030503,030502,Apurímac,Cotabambas,Cotabambas,Cotabambas
030504,030504,Apurímac,Cotabambas,Haquira,Haquira
030505,030505,Apurímac,Cotabambas,Mara,Mara
030506,030506,Apurímac,Cotabambas,Challhuahuacho,Challhuahuacho
030601,030701,Apurímac,Grau,Chuquibambilla,Chuquibambilla
030602,030702,Apurímac,Grau,Curpahuasi,Curpahuasi
030603,030704,Apurímac,Grau,Huayllati,Huayllati
030604,030705,Apurímac,Grau,Mamara,Mamara
030605,030703,Apurímac,Grau,Gamarra,Gamarra
030606,030706,Apurímac,Grau,Micaela Bastidas,Micaela Bastidas
030607,030708,Apurímac,Grau,Progreso,Progreso
030608,030707,Apurímac,Grau,Pataypampa,Pataypampa
030609,030709,Apurímac,Grau,San Antonio,San Antonio
030610,030711,Apurímac,Grau,Turpay,Turpay
030611,030712,Apurímac,Grau,Vilcabamba,Vilcabamba
030612,030713,Apurímac,Grau,Virundo,Virundo
030613,030710,Apurímac,Grau,Santa Rosa,Santa Rosa
030614,030714,Apurímac,Grau,Curasco,Curasco
030701,030601,Apurímac,Chincheros,Chincheros,Chincheros
030702,030606,Apurímac,Chincheros,Ongoy,Ongoy
030703,030605,Apurímac,Chincheros,Ocobamba,Ocobamba
030704,030603,Apurímac,Chincheros,Cocharcas,Cocharcas
030705,030602,Apurímac,Chincheros,Anco-Huallo,Anco_Huallo
030706,030604,Apurímac,Chincheros,Huaccana,Huaccana
030707,030607,Apurímac,Chincheros,Uranmarca,Uranmarca
030708,030608,Apurímac,Chincheros,Ranracancha,Ranracancha
030709,030609,Apurímac,Chincheros,Rocchacc,Rocchacc
030710,030610,Apurímac,Chincheros,El Porvenir,El Porvenir
030711,030611,Apurímac,Chincheros,Los Chankas,Los Chankas
040101,040101,Arequipa,Arequipa,Arequipa,Arequipa
040102,040103,Arequipa,Arequipa,Cayma,Cayma
040103,040104,Arequipa,Arequipa,Cerro Colorado,Cerro Colorado
040104,040105,Arequipa,Arequipa,Characato,Characato
040105,040106,Arequipa,Arequipa,Chiguata,Chiguata
040106,040108,Arequipa,Arequipa,La Joya,La Joya
040107,040110,Arequipa,Arequipa,Miraflores,Miraflores
040108,040111,Arequipa,Arequipa,Mollebaya,Mollebaya
040109,040112,Arequipa,Arequipa,Paucarpata,Paucarpata
040110,040113,Arequipa,Arequipa,Pocsi,Pocsi
040111,040114,Arequipa,Arequipa,Polobaya,Polobaya
040112,040115,Arequipa,Arequipa,Quequeña,Quequeña
040113,040116,Arequipa,Arequipa,Sabandia,Sabandia
040114,040117,Arequipa,Arequipa,Sachaca,Sachaca
040115,040118,Arequipa,Arequipa,San Juan de Siguas,San Juan de Siguas
040116,040119,Arequipa,Arequipa,San Juan de Tarucani,San Juan de Tarucani
040117,040120,Arequipa,Arequipa,Santa Isabel de Siguas,Santa Isabel de Siguas
040118,040121,Arequipa,Arequipa,Santa Rita de Siguas,Santa Rita de Siguas
040119,040122,Arequipa,Arequipa,Socabaya,Socabaya
040120,040123,Arequipa,Arequipa,Tiabaya,Tiabaya
040121,040124,Arequipa,Arequipa,Uchumayo,Uchumayo
040122,040125,Arequipa,Arequipa,Vítor,Vitor
040123,040126,Arequipa,Arequipa,Yanahuara,Yanahuara
040124,040127,Arequipa,Arequipa,Yarabamba,Yarabamba
040125,040128,Arequipa,Arequipa,Yura,Yura
040126,040109,Arequipa,Arequipa,Mariano Melgar,Mariano Melgar
040127,040107,Arequipa,Arequipa,Jacobo Hunter,Jacobo Hunter
040128,040102,Arequipa,Arequipa,Alto Selva Alegre,Alto Selva Alegre
040129,040129,Arequipa,Arequipa,José Luis Bustamante y Rivero,José Luis Bustamante Y Rivero
040201,040501,Arequipa,Caylloma,Chivay,Chivay
040202,040502,Arequipa,Caylloma,Achoma,Achoma
040203,040503,Arequipa,Caylloma,Cabanaconde,Cabanaconde
040204,040505,Arequipa,Caylloma,Caylloma,Caylloma
040205,040504,Arequipa,Caylloma,Callalli,Callalli
040206,040506,Arequipa,Caylloma,Coporaque,Coporaque
040207,040507,Arequipa,Caylloma,Huambo,Huambo
040208,040508,Arequipa,Caylloma,Huanca,Huanca
040209,040509,Arequipa,Caylloma,Ichupampa,Ichupampa
040210,040510,Arequipa,Caylloma,Lari,Lari
040211,040511,Arequipa,Caylloma,Lluta,Lluta
040212,040512,Arequipa,Caylloma,Maca,Maca
040213,040513,Arequipa,Caylloma,Madrigal,Madrigal
040214,040514,Arequipa,Caylloma,San Antonio de Chuca,San Antonio de Chuca
040215,040515,Arequipa,Caylloma,Sibayo,Sibayo
040216,040516,Arequipa,Caylloma,Tapay,Tapay
040217,040517,Arequipa,Caylloma,Tisco,Tisco
040218,040518,Arequipa,Caylloma,Tuti,Tuti
040219,040519,Arequipa,Caylloma,Yanque,Yanque
040220,040520,Arequipa,Caylloma,Majes,Majes
040301,040201,Arequipa,Camaná,Camaná,Camaná
040302,040202,Arequipa,Camaná,José María Quimper,José María Quimper
040303,040203,Arequipa,Camaná,Mariano Nicolás Valcárcel,Mariano Nicolás Valcárcel
040304,040204,Arequipa,Camaná,Mariscal Cáceres,Mariscal Cáceres
040305,040205,Arequipa,Camaná,Nicolás de Piérola,Nicolás de Pierola
040306,040206,Arequipa,Camaná,Ocoña,Ocoña
040307,040207,Arequipa,Camaná,Quilca,Quilca
040308,040208,Arequipa,Camaná,Samuel Pastor,Samuel Pastor
040401,040301,Arequipa,Caravelí,Caravelí,Caravelí
040402,040302,Arequipa,Caravelí,Acarí,Acarí
040403,040303,Arequipa,Caravelí,Atico,Atico
040404,040304,Arequipa,Caravelí,Atiquipa,Atiquipa
040405,040305,Arequipa,Caravelí,Bella Unión,Bella Unión
040406,040306,Arequipa,Caravelí,Cahuacho,Cahuacho
040407,040307,Arequipa,Caravelí,Chala,Chala
040408,040308,Arequipa,Caravelí,Cháparra,Chaparra
040409,040309,Arequipa,Caravelí,Huanuhuanu,Huanuhuanu
040410,040310,Arequipa,Caravelí,Jaqui,Jaqui
040411,040311,Arequipa,Caravelí,Lomas,Lomas
040412,040312,Arequipa,Caravelí,Quicacha,Quicacha
040413,040313,Arequipa,Caravelí,Yauca,Yauca
040501,040401,Arequipa,Castilla,Aplao,Aplao
040502,040402,Arequipa,Castilla,Andagua,Andagua
040503,040403,Arequipa,Castilla,Ayo,Ayo
040504,040404,Arequipa,Castilla,Chachas,Chachas
040505,040405,Arequipa,Castilla,Chilcaymarca,Chilcaymarca
040506,040406,Arequipa,Castilla,Choco,Choco
040507,040407,Arequipa,Castilla,Huancarqui,Huancarqui
040508,040408,Arequipa,Castilla,Machaguay,Machaguay
040509,040409,Arequipa,Castilla,Orcopampa,Orcopampa
040510,040410,Arequipa,Castilla,Pampacolca,Pampacolca
040511,040411,Arequipa,Castilla,Tipán,Tipan
040512,040413,Arequipa,Castilla,Uraca,Uraca
040513,040412,Arequipa,Castilla,Uñón,Uñon
040514,040414,Arequipa,Castilla,Viraco,Viraco
040601,040601,Arequipa,Condesuyos,Chuquibamba,Chuquibamba
040602,040602,Arequipa,Condesuyos,Andaray,Andaray
040603,040603,Arequipa,Condesuyos,Cayarani,Cayarani
040604,040604,Arequipa,Condesuyos,Chichas,Chichas
040605,040605,Arequipa,Condesuyos,Iray,Iray
040606,040607,Arequipa,Condesuyos,Salamanca,Salamanca
040607,040608,Arequipa,Condesuyos,Yanaquihua,Yanaquihua
040608,040606,Arequipa,Condesuyos,Río Grande,Río Grande
040701,040701,Arequipa,Islay,Mollendo,Mollendo
040702,040702,Arequipa,Islay,Cocachacra,Cocachacra
040703,040703,Arequipa,Islay,Deán Valdivia,Dean Valdivia
040704,040704,Arequipa,Islay,Islay,Islay
040705,040705,Arequipa,Islay,Mejía,Mejia
040706,040706,Arequipa,Islay,Punta de Bombón,Punta de Bombón
040801,040801,Arequipa,La Unión,Cotahuasi,Cotahuasi
040802,040802,Arequipa,La Unión,Alca,Alca
040803,040803,Arequipa,La Unión,Charcana,Charcana
040804,040804,Arequipa,La Unión,Huaynacotas,Huaynacotas
040805,040805,Arequipa,La Unión,Pampamarca,Pampamarca
040806,040806,Arequipa,La Unión,Puyca,Puyca
040807,040807,Arequipa,La Unión,Quechualla,Quechualla
040808,040808,Arequipa,La Unión,Sayla,Sayla
040809,040809,Arequipa,La Unión,Tauria,Tauria
040810,040810,Arequipa,La Unión,Tomepampa,Tomepampa
040811,040811,Arequipa,La Unión,Toro,Toro
050101,050101,Ayacucho,Huamanga,Ayacucho,Ayacucho
050102,050103,Ayacucho,Huamanga,Acos Vinchos,Acos Vinchos
050103,050104,Ayacucho,Huamanga,Carmen Alto,Carmen Alto
050104,050105,Ayacucho,Huamanga,Chiara,Chiara
050105,050108,Ayacucho,Huamanga,Quinua,Quinua
050106,050109,Ayacucho,Huamanga,San José de Ticllas,San José de Ticllas
050107,050110,Ayacucho,Huamanga,San Juan Bautista,San Juan Bautista
050108,050111,Ayacucho,Huamanga,Santiago de Pischa,Santiago de Pischa
